lead_id,date,campaign_id,channel,region,lead_source,lead_status,deal_value,days_to_convert
LEAD-009807,2023-12-28,CMP-0082,Email Marketing,LATAM,Direct,Contacted,0.0,
LEAD-009808,2023-12-28,CMP-0082,Email Marketing,LATAM,Paid,Contacted,0.0,
LEAD-009809,2023-12-28,CMP-0082,Email Marketing,LATAM,Paid,New,0.0,
LEAD-009810,2023-12-29,CMP-0082,Email Marketing,LATAM,Direct,Contacted,0.0,
LEAD-009811,2023-12-29,CMP-0082,Email Marketing,LATAM,Paid,New,0.0,
LEAD-009812,2023-12-29,CMP-0082,Email Marketing,LATAM,Organic,Contacted,0.0,
LEAD-009813,2023-12-29,CMP-0082,Email Marketing,LATAM,Organic,New,0.0,
LEAD-009814,2023-12-29,CMP-0082,Email Marketing,LATAM,Direct,Contacted,0.0,
LEAD-009815,2023-12-30,CMP-0082,Email Marketing,LATAM,Paid,Qualified,0.0,
LEAD-009816,2023-12-30,CMP-0082,Email Marketing,LATAM,Direct,New,0.0,
LEAD-009817,2023-12-30,CMP-0082,Email Marketing,LATAM,Direct,Proposal,1737.55,
LEAD-009818,2023-12-30,CMP-0082,Email Marketing,LATAM,Paid,New,0.0,
LEAD-009819,2023-12-30,CMP-0082,Email Marketing,LATAM,Direct,Proposal,3317.69,
LEAD-009820,2023-12-31,CMP-0082,Email Marketing,LATAM,Paid,Contacted,0.0,
LEAD-009821,2023-12-31,CMP-0082,Email Marketing,LATAM,Paid,Lost,0.0,
LEAD-009822,2023-12-31,CMP-0082,Email Marketing,LATAM,Organic,Qualified,0.0,
LEAD-009823,2023-12-31,CMP-0082,Email Marketing,LATAM,Organic,Lost,0.0,
LEAD-009824,2023-12-31,CMP-0082,Email Marketing,LATAM,Paid,Proposal,3396.7,
LEAD-009825,2024-01-01,CMP-0082,Email Marketing,LATAM,Organic,New,0.0,
LEAD-009826,2024-01-01,CMP-0082,Email Marketing,LATAM,Organic,New,0.0,
LEAD-009827,2024-01-01,CMP-0082,Email Marketing,LATAM,Direct,Proposal,3615.6,
LEAD-009828,2024-01-01,CMP-0082,Email Marketing,LATAM,Paid,Proposal,4268.29,
LEAD-009829,2024-01-01,CMP-0082,Email Marketing,LATAM,Referral,Proposal,3075.33,
LEAD-009830,2024-01-02,CMP-0082,Email Marketing,LATAM,Direct,New,0.0,
LEAD-009831,2024-01-02,CMP-0082,Email Marketing,LATAM,Organic,Contacted,0.0,
LEAD-009832,2024-01-02,CMP-0082,Email Marketing,LATAM,Paid,Qualified,0.0,
LEAD-009833,2024-01-02,CMP-0082,Email Marketing,LATAM,Direct,Contacted,0.0,
LEAD-009834,2024-01-02,CMP-0082,Email Marketing,LATAM,Paid,Contacted,0.0,
LEAD-009835,2024-01-03,CMP-0082,Email Marketing,LATAM,Organic,Qualified,0.0,
LEAD-009836,2024-01-03,CMP-0082,Email Marketing,LATAM,Paid,Qualified,0.0,
LEAD-009837,2024-01-03,CMP-0082,Email Marketing,LATAM,Paid,Won,3004.68,61.0
LEAD-009838,2024-01-03,CMP-0082,Email Marketing,LATAM,Paid,Proposal,1173.31,
LEAD-009839,2024-01-03,CMP-0082,Email Marketing,LATAM,Paid,New,0.0,
LEAD-009840,2024-01-04,CMP-0082,Email Marketing,LATAM,Organic,New,0.0,
LEAD-009841,2024-01-04,CMP-0082,Email Marketing,LATAM,Paid,New,0.0,
LEAD-009842,2024-01-04,CMP-0082,Email Marketing,LATAM,Direct,New,0.0,
LEAD-009843,2024-01-04,CMP-0082,Email Marketing,LATAM,Paid,New,0.0,
LEAD-009844,2024-01-04,CMP-0082,Email Marketing,LATAM,Paid,Proposal,2778.54,
LEAD-009845,2024-01-05,CMP-0082,Email Marketing,LATAM,Paid,Won,4714.81,40.0
LEAD-009846,2024-01-05,CMP-0082,Email Marketing,LATAM,Organic,Lost,0.0,
LEAD-009847,2024-01-05,CMP-0082,Email Marketing,LATAM,Direct,Proposal,1610.12,
LEAD-009848,2024-01-05,CMP-0082,Email Marketing,LATAM,Organic,New,0.0,
LEAD-009849,2024-01-05,CMP-0082,Email Marketing,LATAM,Paid,Qualified,0.0,
LEAD-009850,2024-01-06,CMP-0082,Email Marketing,LATAM,Direct,New,0.0,
LEAD-009851,2024-01-06,CMP-0082,Email Marketing,LATAM,Paid,Proposal,2695.19,
LEAD-009852,2024-01-06,CMP-0082,Email Marketing,LATAM,Organic,Contacted,0.0,
LEAD-009853,2024-01-06,CMP-0082,Email Marketing,LATAM,Referral,Qualified,0.0,
LEAD-009854,2024-01-06,CMP-0082,Email Marketing,LATAM,Paid,Qualified,0.0,
LEAD-009855,2024-01-07,CMP-0082,Email Marketing,LATAM,Paid,Proposal,3159.99,
LEAD-009856,2024-01-07,CMP-0082,Email Marketing,LATAM,Paid,Proposal,4705.08,
LEAD-009857,2024-01-07,CMP-0082,Email Marketing,LATAM,Organic,Contacted,0.0,
LEAD-009858,2024-01-07,CMP-0082,Email Marketing,LATAM,Organic,Lost,0.0,
LEAD-009859,2024-01-07,CMP-0082,Email Marketing,LATAM,Referral,Won,2205.55,64.0
LEAD-009860,2024-01-08,CMP-0082,Email Marketing,LATAM,Referral,Contacted,0.0,
LEAD-009861,2024-01-08,CMP-0082,Email Marketing,LATAM,Organic,Qualified,0.0,
LEAD-009862,2024-01-08,CMP-0082,Email Marketing,LATAM,Direct,New,0.0,
LEAD-009863,2024-01-08,CMP-0082,Email Marketing,LATAM,Organic,Contacted,0.0,
LEAD-009864,2024-01-08,CMP-0082,Email Marketing,LATAM,Referral,New,0.0,
LEAD-009865,2024-01-09,CMP-0082,Email Marketing,LATAM,Direct,New,0.0,
LEAD-009866,2024-01-09,CMP-0082,Email Marketing,LATAM,Paid,Qualified,0.0,
LEAD-009867,2024-01-09,CMP-0082,Email Marketing,LATAM,Organic,Contacted,0.0,
LEAD-009868,2024-01-09,CMP-0082,Email Marketing,LATAM,Paid,Qualified,0.0,
LEAD-009869,2024-01-09,CMP-0082,Email Marketing,LATAM,Organic,Won,2300.05,20.0
LEAD-009870,2024-01-10,CMP-0082,Email Marketing,LATAM,Paid,Won,4324.46,6.0
LEAD-009871,2024-01-10,CMP-0082,Email Marketing,LATAM,Direct,Contacted,0.0,
LEAD-009872,2024-01-10,CMP-0082,Email Marketing,LATAM,Referral,Lost,0.0,
LEAD-009873,2024-01-10,CMP-0082,Email Marketing,LATAM,Paid,Contacted,0.0,
LEAD-009874,2024-01-10,CMP-0082,Email Marketing,LATAM,Organic,Contacted,0.0,
LEAD-009875,2024-01-11,CMP-0082,Email Marketing,LATAM,Paid,Contacted,0.0,
LEAD-009876,2024-01-11,CMP-0082,Email Marketing,LATAM,Organic,Proposal,3632.72,
LEAD-009877,2024-01-11,CMP-0082,Email Marketing,LATAM,Paid,Proposal,1057.47,
LEAD-009878,2024-01-11,CMP-0082,Email Marketing,LATAM,Paid,Won,4038.79,3.0
LEAD-009879,2024-01-11,CMP-0082,Email Marketing,LATAM,Paid,Won,4315.1,57.0
LEAD-009880,2024-01-12,CMP-0082,Email Marketing,LATAM,Organic,Contacted,0.0,
LEAD-009881,2024-01-12,CMP-0082,Email Marketing,LATAM,Organic,Contacted,0.0,
LEAD-009882,2024-01-12,CMP-0082,Email Marketing,LATAM,Paid,Proposal,4490.63,
LEAD-009883,2024-01-12,CMP-0082,Email Marketing,LATAM,Paid,Contacted,0.0,
LEAD-009884,2024-01-12,CMP-0082,Email Marketing,LATAM,Paid,Contacted,0.0,
LEAD-009885,2024-01-13,CMP-0082,Email Marketing,LATAM,Organic,Won,3733.31,28.0
LEAD-009886,2024-01-13,CMP-0082,Email Marketing,LATAM,Paid,Qualified,0.0,
LEAD-009887,2024-01-13,CMP-0082,Email Marketing,LATAM,Paid,New,0.0,
LEAD-009888,2024-01-13,CMP-0082,Email Marketing,LATAM,Paid,Contacted,0.0,
LEAD-009889,2024-01-13,CMP-0082,Email Marketing,LATAM,Referral,New,0.0,
LEAD-009890,2024-01-14,CMP-0082,Email Marketing,LATAM,Paid,Won,2746.56,86.0
LEAD-009891,2024-01-14,CMP-0082,Email Marketing,LATAM,Referral,New,0.0,
LEAD-009892,2024-01-14,CMP-0082,Email Marketing,LATAM,Organic,Proposal,2893.45,
LEAD-009893,2024-01-14,CMP-0082,Email Marketing,LATAM,Direct,Qualified,0.0,
LEAD-009894,2024-01-14,CMP-0082,Email Marketing,LATAM,Paid,Won,1806.72,51.0
LEAD-009895,2024-01-15,CMP-0082,Email Marketing,LATAM,Paid,Won,2055.47,40.0
LEAD-009896,2024-01-15,CMP-0082,Email Marketing,LATAM,Referral,Contacted,0.0,
LEAD-009897,2024-01-15,CMP-0082,Email Marketing,LATAM,Referral,Contacted,0.0,
LEAD-009898,2024-01-15,CMP-0082,Email Marketing,LATAM,Organic,Qualified,0.0,
LEAD-009899,2024-01-15,CMP-0082,Email Marketing,LATAM,Paid,Proposal,3820.98,
LEAD-009900,2024-01-16,CMP-0082,Email Marketing,LATAM,Paid,Won,4298.71,58.0
LEAD-009901,2024-01-16,CMP-0082,Email Marketing,LATAM,Paid,Proposal,3603.88,
LEAD-009902,2024-01-16,CMP-0082,Email Marketing,LATAM,Paid,Proposal,1783.42,
LEAD-009903,2024-01-16,CMP-0082,Email Marketing,LATAM,Organic,Contacted,0.0,
LEAD-009904,2024-01-16,CMP-0082,Email Marketing,LATAM,Organic,Lost,0.0,
LEAD-009905,2024-01-17,CMP-0082,Email Marketing,LATAM,Paid,Proposal,4672.54,
LEAD-009906,2024-01-17,CMP-0082,Email Marketing,LATAM,Paid,Proposal,3003.53,
LEAD-009907,2024-01-17,CMP-0082,Email Marketing,LATAM,Paid,Qualified,0.0,
LEAD-009908,2024-01-17,CMP-0082,Email Marketing,LATAM,Direct,Contacted,0.0,
LEAD-009909,2024-01-17,CMP-0082,Email Marketing,LATAM,Paid,Contacted,0.0,
LEAD-009910,2024-01-18,CMP-0082,Email Marketing,LATAM,Referral,Contacted,0.0,
LEAD-009911,2024-01-18,CMP-0082,Email Marketing,LATAM,Paid,Proposal,3934.87,
LEAD-009912,2024-01-18,CMP-0082,Email Marketing,LATAM,Paid,Qualified,0.0,
LEAD-009913,2024-01-18,CMP-0082,Email Marketing,LATAM,Paid,Lost,0.0,
LEAD-009914,2024-01-18,CMP-0082,Email Marketing,LATAM,Paid,Proposal,4094.5,
LEAD-009915,2024-01-19,CMP-0082,Email Marketing,LATAM,Paid,New,0.0,
LEAD-009916,2024-01-19,CMP-0082,Email Marketing,LATAM,Direct,New,0.0,
LEAD-009917,2024-01-19,CMP-0082,Email Marketing,LATAM,Paid,Qualified,0.0,
LEAD-009918,2024-01-19,CMP-0082,Email Marketing,LATAM,Referral,Qualified,0.0,
LEAD-009919,2024-01-19,CMP-0082,Email Marketing,LATAM,Referral,Won,2345.05,44.0
LEAD-009920,2024-01-20,CMP-0082,Email Marketing,LATAM,Organic,Won,1237.17,18.0
LEAD-009921,2024-01-20,CMP-0082,Email Marketing,LATAM,Paid,New,0.0,
LEAD-009922,2024-01-20,CMP-0082,Email Marketing,LATAM,Paid,Contacted,0.0,
LEAD-009923,2024-01-20,CMP-0082,Email Marketing,LATAM,Paid,Contacted,0.0,
LEAD-009924,2024-01-20,CMP-0082,Email Marketing,LATAM,Direct,Won,3701.21,20.0
LEAD-009925,2024-01-21,CMP-0082,Email Marketing,LATAM,Paid,Contacted,0.0,
LEAD-009926,2024-01-21,CMP-0082,Email Marketing,LATAM,Organic,Contacted,0.0,
LEAD-009927,2024-01-21,CMP-0082,Email Marketing,LATAM,Paid,Proposal,2119.95,
LEAD-009928,2024-01-21,CMP-0082,Email Marketing,LATAM,Paid,Qualified,0.0,
LEAD-009929,2024-01-21,CMP-0082,Email Marketing,LATAM,Paid,Won,3376.69,15.0
LEAD-009930,2024-01-22,CMP-0082,Email Marketing,LATAM,Organic,Qualified,0.0,
LEAD-009931,2024-01-22,CMP-0082,Email Marketing,LATAM,Paid,Proposal,1162.52,
LEAD-009932,2024-01-22,CMP-0082,Email Marketing,LATAM,Direct,Lost,0.0,
LEAD-009933,2024-01-22,CMP-0082,Email Marketing,LATAM,Organic,Contacted,0.0,
LEAD-009934,2024-01-22,CMP-0082,Email Marketing,LATAM,Referral,Won,4152.86,84.0
LEAD-009935,2024-01-23,CMP-0082,Email Marketing,LATAM,Organic,Contacted,0.0,
LEAD-009936,2024-01-23,CMP-0082,Email Marketing,LATAM,Referral,Proposal,3246.44,
LEAD-009937,2024-01-23,CMP-0082,Email Marketing,LATAM,Organic,Contacted,0.0,
LEAD-009938,2024-01-23,CMP-0082,Email Marketing,LATAM,Referral,Lost,0.0,
LEAD-009939,2024-01-23,CMP-0082,Email Marketing,LATAM,Paid,Contacted,0.0,
LEAD-009940,2024-01-24,CMP-0082,Email Marketing,LATAM,Paid,Qualified,0.0,
LEAD-009941,2024-01-24,CMP-0082,Email Marketing,LATAM,Paid,New,0.0,
LEAD-009942,2024-01-24,CMP-0082,Email Marketing,LATAM,Paid,Proposal,1964.26,
LEAD-009943,2024-01-24,CMP-0082,Email Marketing,LATAM,Direct,Qualified,0.0,
LEAD-009944,2024-01-24,CMP-0082,Email Marketing,LATAM,Paid,Contacted,0.0,
LEAD-009945,2024-01-25,CMP-0082,Email Marketing,LATAM,Referral,Contacted,0.0,
LEAD-009946,2024-01-25,CMP-0082,Email Marketing,LATAM,Paid,Lost,0.0,
LEAD-009947,2024-01-25,CMP-0082,Email Marketing,LATAM,Organic,New,0.0,
LEAD-009948,2024-01-25,CMP-0082,Email Marketing,LATAM,Organic,Proposal,2021.5,
LEAD-009949,2024-01-25,CMP-0082,Email Marketing,LATAM,Organic,Won,3682.96,41.0
LEAD-009950,2024-01-26,CMP-0082,Email Marketing,LATAM,Paid,Qualified,0.0,
LEAD-009951,2024-01-26,CMP-0082,Email Marketing,LATAM,Organic,Proposal,4426.29,
LEAD-009952,2024-01-26,CMP-0082,Email Marketing,LATAM,Organic,Contacted,0.0,
LEAD-009953,2024-01-26,CMP-0082,Email Marketing,LATAM,Organic,New,0.0,
LEAD-009954,2024-01-26,CMP-0082,Email Marketing,LATAM,Referral,Qualified,0.0,
LEAD-009955,2024-01-27,CMP-0082,Email Marketing,LATAM,Paid,New,0.0,
LEAD-009956,2024-01-27,CMP-0082,Email Marketing,LATAM,Paid,Qualified,0.0,
LEAD-009957,2024-01-27,CMP-0082,Email Marketing,LATAM,Direct,Qualified,0.0,
LEAD-009958,2024-01-27,CMP-0082,Email Marketing,LATAM,Paid,Qualified,0.0,
LEAD-009959,2024-01-27,CMP-0082,Email Marketing,LATAM,Paid,New,0.0,
LEAD-009960,2024-01-28,CMP-0082,Email Marketing,LATAM,Paid,New,0.0,
LEAD-009961,2024-01-28,CMP-0082,Email Marketing,LATAM,Organic,Proposal,3830.29,
LEAD-009962,2024-01-28,CMP-0082,Email Marketing,LATAM,Organic,Contacted,0.0,
LEAD-009963,2024-01-28,CMP-0082,Email Marketing,LATAM,Paid,Qualified,0.0,
LEAD-009964,2024-01-28,CMP-0082,Email Marketing,LATAM,Paid,Won,3836.42,50.0
LEAD-009965,2024-01-29,CMP-0082,Email Marketing,LATAM,Referral,Proposal,4760.12,
LEAD-009966,2024-01-29,CMP-0082,Email Marketing,LATAM,Paid,Won,2964.83,24.0
LEAD-009967,2024-01-29,CMP-0082,Email Marketing,LATAM,Paid,Qualified,0.0,
LEAD-009968,2024-01-29,CMP-0082,Email Marketing,LATAM,Referral,Qualified,0.0,
LEAD-009969,2024-01-29,CMP-0082,Email Marketing,LATAM,Paid,Proposal,1794.92,
LEAD-009970,2024-01-30,CMP-0082,Email Marketing,LATAM,Paid,Won,1022.9,11.0
LEAD-009971,2024-01-30,CMP-0082,Email Marketing,LATAM,Referral,Won,4203.09,60.0
LEAD-009972,2024-01-30,CMP-0082,Email Marketing,LATAM,Paid,New,0.0,
LEAD-009973,2024-01-30,CMP-0082,Email Marketing,LATAM,Referral,Contacted,0.0,
LEAD-009974,2024-01-30,CMP-0082,Email Marketing,LATAM,Paid,Proposal,1924.16,
LEAD-009975,2024-01-31,CMP-0082,Email Marketing,LATAM,Paid,Contacted,0.0,
LEAD-009976,2024-01-31,CMP-0082,Email Marketing,LATAM,Direct,New,0.0,
LEAD-009977,2024-01-31,CMP-0082,Email Marketing,LATAM,Paid,Qualified,0.0,
LEAD-009978,2024-01-31,CMP-0082,Email Marketing,LATAM,Paid,New,0.0,
LEAD-009979,2024-01-31,CMP-0082,Email Marketing,LATAM,Paid,Qualified,0.0,
LEAD-009980,2024-02-01,CMP-0082,Email Marketing,LATAM,Paid,Contacted,0.0,
LEAD-009981,2024-02-01,CMP-0082,Email Marketing,LATAM,Organic,Lost,0.0,
LEAD-009982,2024-02-01,CMP-0082,Email Marketing,LATAM,Direct,Contacted,0.0,
LEAD-009983,2024-02-01,CMP-0082,Email Marketing,LATAM,Organic,New,0.0,
LEAD-009984,2024-02-01,CMP-0082,Email Marketing,LATAM,Organic,Lost,0.0,
LEAD-009985,2024-02-02,CMP-0082,Email Marketing,LATAM,Paid,New,0.0,
LEAD-009986,2024-02-02,CMP-0082,Email Marketing,LATAM,Paid,New,0.0,
LEAD-009987,2024-02-02,CMP-0082,Email Marketing,LATAM,Paid,New,0.0,
LEAD-009988,2024-02-02,CMP-0082,Email Marketing,LATAM,Paid,New,0.0,
LEAD-009989,2024-02-02,CMP-0082,Email Marketing,LATAM,Paid,Lost,0.0,
LEAD-009990,2024-02-03,CMP-0082,Email Marketing,LATAM,Direct,Proposal,1672.87,
LEAD-009991,2024-02-03,CMP-0082,Email Marketing,LATAM,Paid,Lost,0.0,
LEAD-009992,2024-02-03,CMP-0082,Email Marketing,LATAM,Referral,Contacted,0.0,
LEAD-009993,2024-02-03,CMP-0082,Email Marketing,LATAM,Direct,Contacted,0.0,
LEAD-009994,2024-02-03,CMP-0082,Email Marketing,LATAM,Paid,Contacted,0.0,
LEAD-009995,2024-02-04,CMP-0082,Email Marketing,LATAM,Referral,Contacted,0.0,
LEAD-009996,2024-02-04,CMP-0082,Email Marketing,LATAM,Direct,Lost,0.0,
LEAD-009997,2024-02-04,CMP-0082,Email Marketing,LATAM,Paid,Won,1084.21,30.0
LEAD-009998,2024-02-04,CMP-0082,Email Marketing,LATAM,Paid,Qualified,0.0,
LEAD-009999,2024-02-04,CMP-0082,Email Marketing,LATAM,Organic,Qualified,0.0,
LEAD-010000,2024-02-05,CMP-0082,Email Marketing,LATAM,Paid,Contacted,0.0,
LEAD-010001,2024-02-05,CMP-0082,Email Marketing,LATAM,Organic,Qualified,0.0,
LEAD-010002,2024-02-05,CMP-0082,Email Marketing,LATAM,Paid,Won,3736.53,4.0
LEAD-010003,2024-02-05,CMP-0082,Email Marketing,LATAM,Referral,Qualified,0.0,
LEAD-010004,2024-02-05,CMP-0082,Email Marketing,LATAM,Organic,Won,4638.05,49.0
LEAD-010005,2024-02-06,CMP-0082,Email Marketing,LATAM,Paid,Contacted,0.0,
LEAD-010006,2024-02-06,CMP-0082,Email Marketing,LATAM,Paid,New,0.0,
LEAD-010007,2024-02-06,CMP-0082,Email Marketing,LATAM,Paid,Won,4267.29,81.0
LEAD-010008,2024-02-06,CMP-0082,Email Marketing,LATAM,Paid,Proposal,4102.81,
LEAD-010009,2024-02-06,CMP-0082,Email Marketing,LATAM,Paid,New,0.0,
LEAD-010010,2024-02-07,CMP-0082,Email Marketing,LATAM,Paid,Won,1797.63,20.0
LEAD-010011,2024-02-07,CMP-0082,Email Marketing,LATAM,Paid,Proposal,2925.82,
LEAD-010012,2024-02-07,CMP-0082,Email Marketing,LATAM,Direct,Contacted,0.0,
LEAD-010013,2024-02-07,CMP-0082,Email Marketing,LATAM,Direct,New,0.0,
LEAD-010014,2024-02-07,CMP-0082,Email Marketing,LATAM,Organic,Contacted,0.0,
LEAD-010015,2024-02-08,CMP-0082,Email Marketing,LATAM,Paid,Contacted,0.0,
LEAD-010016,2024-02-08,CMP-0082,Email Marketing,LATAM,Paid,Qualified,0.0,
LEAD-010017,2024-02-08,CMP-0082,Email Marketing,LATAM,Organic,Qualified,0.0,
LEAD-010018,2024-02-08,CMP-0082,Email Marketing,LATAM,Referral,Contacted,0.0,
LEAD-010019,2024-02-08,CMP-0082,Email Marketing,LATAM,Paid,New,0.0,
LEAD-010020,2024-02-09,CMP-0082,Email Marketing,LATAM,Paid,Qualified,0.0,
LEAD-010021,2024-02-09,CMP-0082,Email Marketing,LATAM,Referral,Proposal,3919.08,
LEAD-010022,2024-02-09,CMP-0082,Email Marketing,LATAM,Paid,Proposal,4148.28,
LEAD-010023,2024-02-09,CMP-0082,Email Marketing,LATAM,Organic,Proposal,3087.87,
LEAD-010024,2024-02-09,CMP-0082,Email Marketing,LATAM,Paid,Contacted,0.0,
LEAD-010025,2024-02-10,CMP-0082,Email Marketing,LATAM,Organic,Won,4614.13,74.0
LEAD-010026,2024-02-10,CMP-0082,Email Marketing,LATAM,Paid,Contacted,0.0,
LEAD-010027,2024-02-10,CMP-0082,Email Marketing,LATAM,Paid,Lost,0.0,
LEAD-010028,2024-02-10,CMP-0082,Email Marketing,LATAM,Paid,Lost,0.0,
LEAD-010029,2024-02-10,CMP-0082,Email Marketing,LATAM,Direct,Lost,0.0,
LEAD-010030,2024-02-11,CMP-0082,Email Marketing,LATAM,Organic,Proposal,4307.11,
LEAD-010031,2024-02-11,CMP-0082,Email Marketing,LATAM,Direct,Proposal,2625.75,
LEAD-010032,2024-02-11,CMP-0082,Email Marketing,LATAM,Organic,Proposal,4878.34,
LEAD-010033,2024-02-11,CMP-0082,Email Marketing,LATAM,Paid,Contacted,0.0,
LEAD-010034,2024-02-11,CMP-0082,Email Marketing,LATAM,Referral,New,0.0,
LEAD-010035,2024-07-01,CMP-0083,Content/SEO,North America,Organic,Qualified,0.0,
LEAD-010036,2024-07-16,CMP-0083,Content/SEO,North America,Referral,Proposal,2288.3,
LEAD-010037,2024-07-17,CMP-0083,Content/SEO,North America,Paid,Proposal,2562.95,
LEAD-010038,2024-07-26,CMP-0083,Content/SEO,North America,Direct,Qualified,0.0,
LEAD-010039,2024-07-29,CMP-0083,Content/SEO,North America,Direct,New,0.0,
LEAD-010040,2024-07-31,CMP-0083,Content/SEO,North America,Direct,Contacted,0.0,
LEAD-010041,2024-08-02,CMP-0083,Content/SEO,North America,Organic,Proposal,4978.21,
LEAD-010042,2024-08-09,CMP-0083,Content/SEO,North America,Paid,Qualified,0.0,
LEAD-010043,2024-08-12,CMP-0083,Content/SEO,North America,Referral,New,0.0,
LEAD-010044,2024-08-15,CMP-0083,Content/SEO,North America,Direct,Qualified,0.0,
LEAD-010045,2024-08-30,CMP-0083,Content/SEO,North America,Referral,Contacted,0.0,
LEAD-010046,2024-09-11,CMP-0083,Content/SEO,North America,Organic,Qualified,0.0,
LEAD-010047,2024-09-27,CMP-0083,Content/SEO,North America,Referral,Qualified,0.0,
LEAD-010048,2024-03-14,CMP-0084,Email Marketing,North America,Organic,Proposal,10690.08,
LEAD-010049,2024-03-14,CMP-0084,Email Marketing,North America,Referral,Won,35110.32,58.0
LEAD-010050,2024-03-14,CMP-0084,Email Marketing,North America,Paid,Contacted,0.0,
LEAD-010051,2024-03-14,CMP-0084,Email Marketing,North America,Paid,Contacted,0.0,
LEAD-010052,2024-03-14,CMP-0084,Email Marketing,North America,Referral,Won,24945.15,20.0
LEAD-010053,2024-03-15,CMP-0084,Email Marketing,North America,Organic,Lost,0.0,
LEAD-010054,2024-03-15,CMP-0084,Email Marketing,North America,Organic,Qualified,0.0,
LEAD-010055,2024-03-15,CMP-0084,Email Marketing,North America,Referral,Contacted,0.0,
LEAD-010056,2024-03-15,CMP-0084,Email Marketing,North America,Referral,Won,19964.28,26.0
LEAD-010057,2024-03-15,CMP-0084,Email Marketing,North America,Direct,Contacted,0.0,
LEAD-010058,2024-03-16,CMP-0084,Email Marketing,North America,Organic,Qualified,0.0,
LEAD-010059,2024-03-16,CMP-0084,Email Marketing,North America,Paid,Contacted,0.0,
LEAD-010060,2024-03-16,CMP-0084,Email Marketing,North America,Paid,Qualified,0.0,
LEAD-010061,2024-03-16,CMP-0084,Email Marketing,North America,Direct,New,0.0,
LEAD-010062,2024-03-16,CMP-0084,Email Marketing,North America,Referral,Qualified,0.0,
LEAD-010063,2024-03-17,CMP-0084,Email Marketing,North America,Referral,Contacted,0.0,
LEAD-010064,2024-03-17,CMP-0084,Email Marketing,North America,Paid,Won,35199.01,20.0
LEAD-010065,2024-03-17,CMP-0084,Email Marketing,North America,Organic,Contacted,0.0,
LEAD-010066,2024-03-17,CMP-0084,Email Marketing,North America,Paid,Qualified,0.0,
LEAD-010067,2024-03-17,CMP-0084,Email Marketing,North America,Paid,Lost,0.0,
LEAD-010068,2024-03-18,CMP-0084,Email Marketing,North America,Paid,Qualified,0.0,
LEAD-010069,2024-03-18,CMP-0084,Email Marketing,North America,Paid,Proposal,19374.28,
LEAD-010070,2024-03-18,CMP-0084,Email Marketing,North America,Organic,Contacted,0.0,
LEAD-010071,2024-03-18,CMP-0084,Email Marketing,North America,Paid,Qualified,0.0,
LEAD-010072,2024-03-18,CMP-0084,Email Marketing,North America,Organic,Contacted,0.0,
LEAD-010073,2024-03-19,CMP-0084,Email Marketing,North America,Referral,Won,25264.71,1.0
LEAD-010074,2024-03-19,CMP-0084,Email Marketing,North America,Paid,Proposal,30441.74,
LEAD-010075,2024-03-19,CMP-0084,Email Marketing,North America,Direct,Contacted,0.0,
LEAD-010076,2024-03-19,CMP-0084,Email Marketing,North America,Paid,Proposal,33772.54,
LEAD-010077,2024-03-19,CMP-0084,Email Marketing,North America,Referral,Qualified,0.0,
LEAD-010078,2024-03-20,CMP-0084,Email Marketing,North America,Paid,Lost,0.0,
LEAD-010079,2024-03-20,CMP-0084,Email Marketing,North America,Paid,Proposal,31759.81,
LEAD-010080,2024-03-20,CMP-0084,Email Marketing,North America,Referral,Contacted,0.0,
LEAD-010081,2024-03-20,CMP-0084,Email Marketing,North America,Referral,Proposal,16231.68,
LEAD-010082,2024-03-20,CMP-0084,Email Marketing,North America,Referral,Qualified,0.0,
LEAD-010083,2024-03-21,CMP-0084,Email Marketing,North America,Organic,Qualified,0.0,
LEAD-010084,2024-03-21,CMP-0084,Email Marketing,North America,Paid,Qualified,0.0,
LEAD-010085,2024-03-21,CMP-0084,Email Marketing,North America,Paid,Proposal,12239.71,
LEAD-010086,2024-03-21,CMP-0084,Email Marketing,North America,Organic,Qualified,0.0,
LEAD-010087,2024-03-21,CMP-0084,Email Marketing,North America,Paid,Qualified,0.0,
LEAD-010088,2024-03-22,CMP-0084,Email Marketing,North America,Paid,Qualified,0.0,
LEAD-010089,2024-03-22,CMP-0084,Email Marketing,North America,Organic,New,0.0,
LEAD-010090,2024-03-22,CMP-0084,Email Marketing,North America,Paid,Proposal,26786.66,
LEAD-010091,2024-03-22,CMP-0084,Email Marketing,North America,Direct,Lost,0.0,
LEAD-010092,2024-03-22,CMP-0084,Email Marketing,North America,Referral,Qualified,0.0,
LEAD-010093,2024-03-23,CMP-0084,Email Marketing,North America,Paid,Contacted,0.0,
LEAD-010094,2024-03-23,CMP-0084,Email Marketing,North America,Paid,Proposal,8223.62,
LEAD-010095,2024-03-23,CMP-0084,Email Marketing,North America,Paid,Contacted,0.0,
LEAD-010096,2024-03-23,CMP-0084,Email Marketing,North America,Referral,Lost,0.0,
LEAD-010097,2024-03-23,CMP-0084,Email Marketing,North America,Referral,Contacted,0.0,
LEAD-010098,2024-03-24,CMP-0084,Email Marketing,North America,Organic,Qualified,0.0,
LEAD-010099,2024-03-24,CMP-0084,Email Marketing,North America,Paid,Qualified,0.0,
LEAD-010100,2024-03-24,CMP-0084,Email Marketing,North America,Referral,New,0.0,
